titleType,startYear,runtimeMinutes,averageRating,numVotes,region,main_genre,secondary_genre
movie,2016,136,"7,2",13401,IN,Crime,Drama
tvSeries,2015,22,"8,2",7337,IN,Action,Adventure
tvSeries,2016,60,"7,4",8701,IN,Crime,Drama
tvSeries,2016,44,"7,2",11326,IN,Drama,Fantasy
movie,2017,83,"6,9",8259,IN,Fantasy,Horror
movie,2016,170,7,49217,IN,Action,Drama
movie,2015,135,"7,9",8282,IN,Action,Mystery
tvSeries,2017,50,"7,8",64028,IN,Adventure,Comedy
tvSeries,2016,440,"7,4",5229,IN,Crime,Drama
tvSeries,2014,30,"7,9",17442,IN,Adventure,Animation
movie,2018,98,"6,5",5935,IN,Adventure,Drama
movie,2017,102,"7,3",131422,IN,Crime,Drama
movie,2016,104,"7,2",9462,IN,Documentary,No tiene
movie,2016,127,"7,8",242108,IN,Biography,Drama
movie,2015,130,"8,5",3539,IN,Romance,No tiene
movie,2017,167,"8,2",107681,IN,Action,Drama
movie,2016,120,"8,3",9412,IN,Comedy,Drama
tvSeries,2016,60,8,11297,IN,Crime,Drama
movie,2016,106,8,183770,IN,Crime,Drama
tvSeries,2014,22,7,7422,IN,Action,Adventure
movie,2018,97,"6,9",13252,IN,Adventure,Comedy
tvSeries,2015,30,"7,7",11935,IN,Action,Adventure
movie,2023,123,"7,5",70771,IN,Action,Thriller
tvSeries,2016,43,"7,4",23899,IN,Action,Drama
movie,2018,110,"6,5",35913,IN,Comedy,Drama
tvMiniSeries,2020,316,"7,5",10209,IN,Drama,No tiene
tvSeries,2015,27,7,4509,IN,Biography,Drama
movie,2020,129,"7,5",3330,IN,Biography,Documentary
tvSeries,2017,60,"7,2",6534,IN,Action,Adventure
movie,2017,116,"7,1",25150,IN,Action,Biography
movie,2016,96,"7,7",68352,IN,Comedy,Drama
tvSeries,2016,30,"7,7",7341,IN,Adventure,Comedy
tvSeries,2016,52,"7,8",3106,IN,Crime,Drama
movie,2016,144,"8,6",3433,IN,Drama,Thriller
movie,2019,137,"7,6",72051,IN,Biography,Crime
tvSeries,2015,24,"7,6",6653,IN,Animation,Comedy
movie,2015,70,"7,4",5407,IN,Action,Adventure
tvSeries,2016,49,"7,3",26898,IN,Action,Drama
tvSeries,2016,60,"8,2",18797,IN,Action,Comedy
movie,2017,94,"7,4",306060,IN,Comedy,Drama
movie,2015,118,"8,3",4867,IN,Drama,No tiene
movie,2016,115,"7,2",6800,IN,Drama,Romance
tvSeries,2015,47,9,16065,IN,Comedy,Game-Show
movie,2015,132,"8,1",36636,IN,Crime,Drama
tvSeries,2016,60,"7,6",11998,IN,Crime,Drama
tvSeries,2017,60,"7,5",3866,IN,Comedy,Drama
tvSeries,2016,60,"7,4",14966,IN,Adventure,Drama
tvSeries,2016,42,"6,7",4808,IN,Drama,Music
tvSeries,2017,60,"6,5",3524,IN,Drama,No tiene
tvSeries,2018,55,"7,5",4923,IN,Drama,History
tvSeries,2016,30,"7,3",4122,IN,Animation,Comedy
movie,2016,99,7,83567,IN,Drama,Horror
tvSeries,2017,22,7,7993,IN,Comedy,No tiene
tvSeries,2016,22,"8,2",173872,IN,Comedy,Drama
movie,2022,130,"7,2",10969,IN,Biography,Crime
movie,2018,133,"6,9",36663,IN,Crime,Drama
movie,2016,131,"7,1",8241,IN,Biography,Drama
tvSeries,2016,60,"7,5",5620,IN,Drama,No tiene
movie,2018,122,"6,9",67741,IN,Drama,Western
tvSeries,2016,30,"7,2",12078,IN,Comedy,Drama
movie,2016,111,"7,4",319576,IN,Drama,No tiene
tvSeries,2017,30,"7,7",27088,IN,Action,Adventure
tvSeries,2016,49,"7,4",8918,IN,Mystery,Thriller
movie,2016,164,"7,9",23141,IN,Action,Comedy
movie,2021,147,"8,3",23976,IN,Action,Adventure
movie,2017,106,"6,7",10342,IN,Biography,Drama
movie,2015,160,"8,4",20817,IN,Action,Crime
movie,2016,82,"6,5",5981,IN,Adventure,Romance
movie,2015,137,"7,7",4027,IN,Comedy,Romance
movie,2021,131,"6,5",43211,IN,Biography,Drama
movie,2019,129,"6,6",30996,IN,Drama,History
movie,2017,151,"7,1",72793,IN,Comedy,Drama
tvSeries,2016,30,"7,5",41049,IN,Comedy,Drama
tvSeries,2017,60,"8,1",30495,IN,Drama,No tiene
movie,2015,100,"8,2",7333,IN,Drama,Family
tvSeries,2015,60,"8,1",38751,IN,Crime,Thriller
tvSeries,2016,46,"8,2",12619,IN,Biography,Comedy
tvSeries,2014,60,"7,2",5631,IN,Comedy,Crime
tvSeries,2016,60,"7,9",77926,IN,Adventure,Drama
movie,2016,95,7,15380,IN,Comedy,Drama
movie,2016,82,"6,6",144907,IN,Horror,Thriller
tvSeries,2016,30,"8,1",20071,IN,Comedy,Romance
movie,2017,115,"8,1",528484,IN,Comedy,Crime
tvSeries,2016,44,"7,8",29697,IN,Crime,Thriller
movie,2018,130,"6,7",91731,IN,Adventure,Comedy
tvSeries,2017,60,"6,7",3912,IN,Drama,Sci-Fi
tvSeries,2017,30,"7,6",8060,IN,Comedy,Drama
movie,2016,158,8,5602,IN,Comedy,Drama
tvSeries,2017,41,"6,6",11396,IN,Action,Drama
movie,2018,122,7,157158,IN,Action,Crime
tvMiniSeries,2019,45,"7,7",19184,IN,Action,Comedy
tvSeries,2016,60,"7,9",20765,IN,Biography,Drama
movie,2016,102,"7,2",3703,IN,Comedy,Drama
movie,2015,139,"7,2",6096,IN,Action,Adventure
tvSeries,2017,60,"8,5",328663,IN,Crime,Drama
movie,2016,161,"8,3",198400,IN,Action,Biography
tvSeries,2016,45,"6,8",4394,IN,Drama,Sci-Fi
movie,2015,130,8,11851,IN,Adventure,Drama
movie,2018,119,"7,5",209331,IN,Biography,Comedy
movie,2023,127,"6,5",32459,IN,Action,Adventure
movie,2018,118,7,428053,IN,Action,Adventure
tvSeries,2015,23,"7,7",10151,IN,Comedy,No tiene
movie,2018,101,"7,8",179325,IN,Adventure,Animation
movie,2021,107,"7,3",160775,IN,Action,Adventure
movie,2017,121,"6,6",237198,IN,Drama,Horror
tvMiniSeries,2016,60,"8,1",3357,IN,Biography,History
tvSeries,2017,60,"8,2",93895,IN,Action,Drama
movie,2019,113,"7,9",52235,IN,Adventure,Biography
movie,2018,101,"7,1",14638,IN,Drama,Music
movie,2018,95,"6,6",45624,IN,Adventure,Comedy
movie,2016,131,"7,3",5302,IN,Biography,Drama
movie,2015,114,"7,8",7475,IN,Biography,Drama
movie,2016,120,7,14987,IN,Crime,Drama
tvMiniSeries,2015,53,"7,3",3124,IN,Crime,Drama
tvSeries,2016,60,"8,2",29227,IN,Biography,Drama
movie,2015,126,"7,9",3327,IN,Action,Drama
movie,2017,109,"6,5",141951,IN,Horror,Mystery
movie,2020,117,"6,8",29628,IN,Crime,Drama
tvMiniSeries,2016,231,7,8678,IN,Drama,Mystery
movie,2022,115,"7,1",20679,IN,Comedy,Drama
movie,2016,115,"6,6",4581,IN,Documentary,No tiene
tvSeries,2016,42,"7,5",8686,IN,Drama,Family
tvSeries,2016,44,"7,8",39271,IN,Action,Comedy
movie,2018,110,"7,5",119972,IN,Comedy,Drama
movie,2016,148,7,27595,IN,Crime,Drama
movie,2016,100,"7,8",62306,IN,Drama,No tiene
tvSeries,2017,60,"7,1",128066,IN,Action,Adventure
tvSeries,2016,43,"6,9",7360,IN,Drama,Fantasy
tvSeries,2016,28,7,10822,IN,Comedy,Drama
tvSeries,2019,60,"8,1",525139,IN,Action,Adventure
movie,2016,124,"7,7",62661,IN,Drama,Thriller
tvSeries,2015,60,"8,6",99248,IN,Crime,Documentary
tvSeries,2016,60,"7,6",9764,IN,Drama,Thriller
tvSeries,2016,60,"7,6",6334,IN,Action,Crime
tvSeries,2019,60,"6,7",9732,IN,Drama,Fantasy
tvMiniSeries,2017,60,"7,9",11102,IN,Drama,Horror
movie,2020,103,8,35523,IN,Action,Adventure
movie,2016,136,"7,4",3356,IN,Comedy,Drama
movie,2016,121,"6,7",5740,IN,Action,Drama
tvSeries,2017,41,"7,8",14513,IN,Comedy,Crime
movie,2016,156,"7,4",74302,IN,Drama,Horror
tvMiniSeries,2021,229,"6,5",5255,IN,Drama,Romance
tvSeries,2018,60,"7,3",102621,IN,Adventure,Drama
tvSeries,2016,60,"7,8",5191,IN,Adventure,Documentary
movie,2016,118,"7,3",85434,IN,Comedy,Drama
tvMiniSeries,2016,264,"8,5",52516,IN,Animation,Crime
movie,2016,154,"7,5",14862,IN,Drama,Musical
tvMovie,2017,81,"7,4",3448,IN,Adventure,Animation
tvSeries,2016,40,"6,7",4641,IN,Crime,Drama
tvSeries,2016,45,"7,4",34147,IN,Crime,Drama
movie,2016,122,"7,6",23290,IN,Biography,Drama
tvSeries,2017,60,"8,6",308584,IN,Crime,Drama
movie,2017,132,"6,8",87984,IN,Biography,Crime
tvSeries,2016,30,"7,6",23839,IN,Comedy,No tiene
tvSeries,2016,60,"7,5",97834,IN,Action,Drama
movie,2016,161,"6,7",8227,IN,Action,Thriller
tvSeries,2016,43,8,3544,IN,Crime,Documentary
movie,2017,118,"7,3",25607,IN,Biography,Crime
movie,2022,170,"7,3",13754,IN,Drama,Sport
movie,2018,105,"6,5",58579,IN,Comedy,Romance
movie,2017,96,"6,6",152310,IN,Comedy,Horror
movie,2016,109,"7,6",12317,IN,Action,Drama
movie,2016,106,"8,4",289998,IN,Animation,Drama
movie,2018,189,"7,7",23536,IN,Biography,Drama
movie,2016,166,"8,8",6912,IN,Drama,Family
movie,2016,174,"8,3",13808,IN,Drama,Romance
movie,2018,117,"6,7",3980,IN,Biography,Drama
tvSeries,2016,30,"6,9",3569,IN,Drama,Romance
movie,2016,144,"7,6",4134,IN,Action,Comedy
tvSeries,2016,30,"6,8",3528,IN,Comedy,Crime
tvSeries,2016,80,"8,5",8159,IN,Crime,Drama
movie,2016,115,7,5108,IN,Action,Thriller
tvSeries,2017,30,"8,2",17448,IN,Comedy,Drama
tvSeries,2018,30,"8,4",107314,IN,Action,Comedy
movie,2016,147,9,27796,IN,Crime,Mystery
movie,2017,107,"7,7",264098,IN,Crime,Drama
movie,2019,120,"7,7",138055,IN,Drama,Music
tvSeries,2018,30,7,3886,IN,Comedy,No tiene
tvSeries,2018,30,"7,2",66258,IN,Action,Adventure
tvSeries,2016,45,"7,9",29950,IN,Drama,Horror
tvSeries,2016,42,"7,6",5547,IN,Crime,Mystery
tvSeries,2016,24,"7,8",12966,IN,Adventure,Animation
movie,2018,92,"6,8",8131,IN,Adventure,Comedy
tvSeries,2017,44,"7,6",4572,IN,Comedy,Drama
movie,2016,120,"7,4",3713,IN,Crime,Horror
tvSeries,2016,30,"7,4",10487,IN,Comedy,No tiene
tvSeries,2016,42,"7,1",7557,IN,Drama,No tiene
tvSeries,2017,45,"6,5",149571,IN,Crime,Drama
tvSeries,2017,60,"8,7",60112,IN,Drama,Family
movie,2017,112,"6,6",6689,IN,Action,Crime
movie,2019,112,"7,3",51130,IN,Biography,Crime
movie,2019,130,"7,7",17700,IN,Biography,Documentary
tvMiniSeries,2016,370,"7,5",41758,IN,Comedy,Drama
movie,2018,111,"6,7",25263,IN,Biography,Drama
tvSeries,2016,12,"7,6",3204,IN,Action,Adventure
movie,2017,118,7,155828,IN,Action,Comedy
movie,2020,86,"6,5",16035,IN,Comedy,Crime
movie,2016,157,"7,3",21578,IN,Action,Crime
movie,2017,104,"6,6",240930,IN,Horror,Sci-Fi
movie,2018,145,"7,5",8446,IN,Comedy,Drama
movie,2017,112,"6,5",6413,IN,Comedy,Crime
movie,2016,159,"6,6",6911,IN,Action,Drama
movie,2016,177,8,4836,IN,Action,Drama
tvSeries,2016,24,"7,6",12692,IN,Comedy,Crime
movie,2017,139,"7,1",28116,IN,Action,Crime
movie,2018,123,"7,6",67319,IN,Action,Drama
movie,2017,120,"7,5",139640,IN,Comedy,Drama
tvSeries,2017,60,"7,3",14435,IN,Drama,Fantasy
movie,2018,156,"6,9",8905,IN,Comedy,Drama
movie,2016,160,8,3498,IN,Crime,Drama
movie,2016,127,"6,6",5856,IN,Mystery,Thriller
movie,2017,134,"7,2",90486,IN,Drama,Western
movie,2017,135,"6,7",3894,IN,Fantasy,Horror
movie,2016,122,"7,1",3023,IN,Action,Crime
tvMiniSeries,2016,298,"9,5",151261,IN,Documentary,No tiene
movie,2018,110,7,32507,IN,Crime,Drama
tvSeries,2017,51,"6,8",17952,IN,Drama,Thriller
movie,2016,110,"8,2",5811,IN,Mystery,Thriller
tvSeries,2017,22,"7,9",6305,IN,Comedy,Crime
tvSeries,2016,60,"7,6",45298,IN,Action,Adventure
tvMiniSeries,2017,452,"8,2",72776,IN,Action,Drama
tvSeries,2016,48,"7,5",3427,IN,Comedy,Romance
tvSeries,2017,21,"8,3",10993,IN,Action,Adventure
tvSeries,2016,42,"7,5",14117,IN,Drama,Fantasy
tvSeries,2016,30,7,10875,IN,Comedy,No tiene
movie,2018,123,"7,2",20918,IN,Comedy,Drama
movie,2016,105,"6,6",5538,IN,Comedy,Romance
tvSeries,2016,29,"7,4",19096,IN,Action,Adventure
tvSeries,2021,35,"6,5",3453,IN,Comedy,No tiene
movie,2017,107,"6,8",52373,IN,Drama,No tiene
tvSeries,2017,60,"7,2",13305,IN,Action,Drama
movie,2017,97,"7,2",29969,IN,Documentary,No tiene
movie,2016,143,"7,3",4221,IN,Action,Crime
tvSeries,2016,45,"8,7",150424,IN,Comedy,Drama
tvMiniSeries,2016,23,"7,2",6060,IN,Action,Adventure
movie,2016,145,"6,7",3015,IN,Action,Drama
tvSeries,2016,30,"6,9",14643,IN,Comedy,No tiene
movie,2021,98,"7,2",30206,IN,Adventure,Animation
movie,2019,109,"6,7",44823,IN,Crime,Drama
tvSeries,2017,30,"6,9",22234,IN,Comedy,Drama
tvSeries,2022,45,"6,8",5075,IN,Crime,Drama
movie,2016,136,"8,1",46582,IN,Crime,Drama
tvSeries,2016,60,"8,2",41233,IN,Crime,Drama
movie,2017,119,"7,5",228528,IN,Biography,Comedy
tvMiniSeries,2018,386,"7,7",82396,IN,Comedy,Drama
movie,2018,133,"7,5",38316,IN,Crime,Drama
tvSeries,2017,30,"7,8",72212,IN,Comedy,Horror
tvSeries,2016,23,"8,1",9326,IN,Action,Adventure
tvSeries,2017,42,"7,8",10844,IN,Crime,Drama
tvSeries,2016,30,"7,5",8251,IN,Comedy,No tiene
tvSeries,2017,43,7,6915,IN,Action,Crime
movie,2017,94,"7,8",13094,IN,Documentary,No tiene
tvSeries,2017,60,"7,7",4618,IN,Drama,Mystery
movie,2017,124,"6,6",4051,IN,Action,Comedy
movie,2019,152,"7,3",203182,IN,Drama,Fantasy
movie,2017,116,"7,5",28860,IN,Drama,Fantasy
tvSeries,2019,60,"7,8",80224,IN,Adventure,Drama
movie,2018,95,"6,9",61348,IN,Comedy,Drama
movie,2016,130,"8,3",3627,IN,Comedy,Drama
tvSeries,2018,43,"7,1",5880,IN,Comedy,Crime
movie,2018,85,"7,3",72091,IN,Comedy,Drama
tvSeries,2018,60,7,14931,IN,Drama,Fantasy
tvSeries,2017,60,"8,1",61855,IN,Biography,Crime
tvSeries,2016,30,"8,1",6232,IN,Comedy,Drama
tvSeries,2016,60,"7,6",10553,IN,Drama,Mystery
tvSeries,2016,24,"8,3",70573,IN,Action,Adventure
movie,2017,107,"6,8",14725,IN,Crime,Drama
movie,2017,104,"7,6",33328,IN,Drama,No tiene
tvSeries,2017,30,"7,8",18156,IN,Comedy,No tiene
movie,2017,104,"7,2",26602,IN,Drama,No tiene
tvSeries,2017,45,"7,4",6797,IN,Comedy,Crime
tvSeries,2022,61,"7,6",43556,IN,Action,Drama
tvSeries,2018,30,"7,7",3812,IN,Comedy,No tiene
movie,2017,92,"6,6",44973,IN,Comedy,Crime
movie,2017,111,"7,6",120802,IN,Drama,No tiene
tvSeries,2017,60,"6,9",5364,IN,Drama,History
tvSeries,2016,45,8,60249,IN,Drama,Mystery
movie,2016,89,"6,5",9150,IN,Comedy,Romance
movie,2017,132,"7,1",71122,IN,Action,Crime
tvSeries,2018,60,"7,5",7580,IN,Biography,Crime
tvSeries,2016,43,"7,6",3291,IN,Reality-TV,No tiene
movie,2019,103,"7,3",9907,IN,Action,Crime
tvMiniSeries,2017,216,"6,9",9246,IN,Comedy,No tiene
tvMiniSeries,2018,204,"7,2",6597,IN,Action,Adventure
tvSeries,2017,43,"8,2",19191,IN,Biography,Drama
tvSeries,2017,50,"7,5",15368,IN,Drama,No tiene
movie,2016,152,"6,8",3430,IN,Comedy,Drama
tvSeries,2016,30,"8,3",3367,IN,Comedy,No tiene
tvSeries,2016,27,"8,7",176236,IN,Comedy,Drama
movie,2018,112,"6,9",84096,IN,Comedy,Drama
movie,2017,146,"7,2",11273,IN,Crime,Drama
tvSeries,2017,44,8,94174,IN,Adventure,Comedy
movie,2018,139,"6,5",46721,IN,Crime,Drama
tvSeries,2016,30,"7,1",3180,IN,Comedy,No tiene
movie,2017,114,"6,6",4585,IN,Drama,History
movie,2016,118,"7,6",236497,IN,Action,Horror
tvMiniSeries,2017,60,"7,5",14351,IN,Drama,History
tvSeries,2017,26,7,19027,IN,Comedy,No tiene
movie,2017,93,"6,9",61444,IN,Comedy,Crime
tvSeries,2016,60,"8,7",79174,IN,Comedy,Sport
movie,2016,133,"7,6",14622,IN,Drama,Thriller
tvSeries,2018,60,"7,6",21129,IN,Crime,Drama
movie,2017,121,7,165502,IN,Drama,Horror
movie,2017,118,"7,1",23808,IN,Biography,Drama
tvSeries,2017,22,7,4522,IN,Comedy,No tiene
tvSeries,2017,30,8,6063,IN,Comedy,Drama
tvSeries,2016,43,"7,3",5357,IN,Comedy,Crime
movie,2017,106,"7,1",34465,IN,Crime,Drama
movie,2017,132,"7,8",290657,IN,Drama,Romance
movie,2019,135,"7,4",298787,IN,Crime,Drama
movie,2017,107,"6,9",33288,IN,Biography,Drama
tvMiniSeries,2017,52,"6,8",3174,IN,Crime,Drama
movie,2017,118,"7,2",11209,IN,Action,Crime
movie,2017,89,"6,7",123467,IN,Crime,Drama
movie,2016,112,"6,8",3116,IN,Drama,Mystery
tvSeries,2019,60,"8,4",29558,IN,Action,Crime
tvSeries,2017,60,"8,7",412466,IN,Crime,Drama
tvSeries,2017,45,"7,7",9790,IN,Drama,No tiene
tvSeries,2017,60,"8,2",7940,IN,Comedy,Crime
movie,2017,132,"7,8",30709,IN,Comedy,Drama
tvSeries,2017,35,8,48703,IN,Comedy,Drama
tvSeries,2017,30,"6,8",8294,IN,Comedy,Crime
movie,2018,120,9,4018,IN,Documentary,Horror
tvSeries,2021,56,"6,7",40012,IN,Action,Adventure
movie,2020,101,"6,5",16309,IN,Comedy,Drama
movie,2018,105,"6,7",43466,IN,Drama,Horror
movie,2017,130,"7,4",138706,IN,Drama,History
tvSeries,2017,57,"8,7",131849,IN,Comedy,Drama
movie,2020,106,"6,8",40334,IN,Biography,Crime
tvMiniSeries,2017,44,"6,5",3355,IN,Comedy,Crime
movie,2016,93,"7,9",22766,IN,Documentary,History
movie,2019,102,"6,8",53056,IN,Action,Adventure
movie,2017,71,"6,5",19736,IN,Comedy,Drama
tvSeries,2016,60,"8,1",4410,IN,Crime,Drama
tvSeries,2023,88,"7,5",14528,IN,Action,Drama
movie,2016,125,"8,2",7766,IN,Comedy,Drama
tvSeries,2016,60,"7,1",21117,IN,Comedy,Crime
tvSeries,2018,60,"7,5",8655,IN,Drama,War
tvSeries,2017,40,"7,2",3154,IN,Action,Comedy
tvSeries,2017,60,"8,4",247776,IN,Drama,Sci-Fi
tvSeries,2016,24,"6,7",6785,IN,Action,Adventure
movie,2018,112,7,171391,IN,Adventure,Animation
tvSeries,2017,45,"8,4",30538,IN,Crime,Drama
movie,2017,88,"7,3",24941,IN,Comedy,Drama
tvSeries,2016,55,"8,4",7241,IN,Documentary,Sport
movie,2016,130,"8,4",13506,IN,Drama,No tiene
movie,2017,126,"7,3",9050,IN,Action,Biography
tvSeries,2022,101,"7,9",42812,IN,Drama,Thriller
movie,2017,120,"7,1",5887,IN,Comedy,Drama
tvSeries,2017,30,"6,7",10878,IN,Comedy,No tiene
movie,2023,107,"6,5",57175,IN,Action,Adventure
movie,2017,110,"6,7",35536,IN,Adventure,Drama
movie,2016,100,"8,2",36630,IN,Crime,Documentary
tvSeries,2016,24,"8,6",38548,IN,Action,Animation
tvMiniSeries,2018,372,"7,8",8730,IN,Drama,Romance
tvSeries,2016,30,"7,7",20234,IN,Comedy,History
tvMiniSeries,2018,45,7,14630,IN,Drama,Fantasy
movie,2016,126,"6,8",9759,IN,Drama,Thriller
tvSeries,2016,22,"8,2",20859,IN,Comedy,No tiene
movie,2016,80,"7,3",19113,IN,Drama,Romance
movie,2016,110,"7,4",5625,IN,Drama,Thriller
movie,2020,103,"6,5",41218,IN,Horror,Mystery
tvSeries,2018,60,"6,8",5041,IN,Comedy,Drama
tvSeries,2018,60,"7,5",18545,IN,Action,Adventure
movie,2016,96,"8,2",28362,IN,Documentary,News
tvSeries,2017,60,"6,9",17028,IN,Action,Drama
movie,2018,164,7,34822,IN,Drama,History
tvSeries,2017,60,"6,7",8476,IN,Drama,Thriller
movie,2016,151,"7,4",41709,IN,Drama,Romance
movie,2016,162,"7,2",7736,IN,Action,Crime
movie,2019,130,"6,6",10191,IN,Action,War
movie,2019,96,"6,8",13809,IN,Drama,No tiene
tvMiniSeries,2019,53,"7,9",45635,IN,Drama,History
tvSeries,2017,30,"7,8",5888,IN,Comedy,Drama
movie,2018,164,"8,4",18384,IN,Action,Crime
movie,2017,98,"6,6",45970,IN,Comedy,Drama
tvMiniSeries,2018,45,"7,4",5160,IN,Crime,Drama
tvSeries,2016,60,"7,8",7861,IN,Drama,Romance
movie,2018,114,"6,7",14781,IN,Action,Biography
movie,2023,135,"7,2",90884,IN,Adventure,Family
tvMiniSeries,2017,45,"7,6",4740,IN,Crime,Drama
movie,2017,108,"6,5",5436,IN,Drama,Romance
movie,2017,137,"7,2",26309,IN,Comedy,Crime
movie,2017,151,7,7323,IN,Drama,No tiene
movie,2018,117,"6,9",23389,IN,Drama,Romance
tvSeries,2017,30,"7,3",3569,IN,Comedy,No tiene
movie,2017,85,"6,5",8381,IN,Comedy,No tiene
tvSeries,2017,60,"6,9",4357,IN,Comedy,Crime
movie,2017,122,"6,5",40770,IN,Crime,Drama
movie,2017,93,"7,5",9845,IN,Drama,Thriller
tvSeries,2016,30,"7,9",7103,IN,Comedy,No tiene
tvSeries,2017,30,"7,3",12224,IN,Comedy,No tiene
tvSeries,2016,50,"7,8",3273,IN,Comedy,Drama
tvSeries,2017,45,"7,1",10642,IN,Crime,Drama
tvSeries,2004,23,"8,7",18180,IN,Action,Adventure
movie,2016,165,"7,7",7586,IN,Action,Crime
tvMiniSeries,2016,60,"7,2",5239,IN,Comedy,Horror
tvMiniSeries,2018,292,"7,9",23742,IN,Crime,Drama
movie,2016,124,"6,5",5099,IN,Action,Adventure
tvSeries,2017,45,"7,9",131716,IN,Crime,Drama
movie,2020,91,7,104272,IN,Action,Drama
movie,2017,113,"7,1",59790,IN,Drama,Mystery
tvSeries,2020,45,"7,5",11562,IN,Crime,Drama
movie,2016,159,"8,3",6910,IN,Comedy,Drama
movie,2021,111,7,3894,IN,Biography,Drama
movie,2019,102,"6,9",18102,IN,Adventure,Drama
tvSeries,2020,24,"6,7",4230,IN,Adventure,Comedy
tvSeries,2017,25,"6,6",6612,IN,Comedy,Drama
tvSeries,2018,50,"8,5",90269,IN,Action,Crime
tvSeries,2016,30,"8,1",9812,IN,Comedy,Drama
tvSeries,2017,60,"8,1",3222,IN,Drama,No tiene
movie,2019,98,"6,8",60080,IN,Crime,Drama
movie,2018,103,"7,3",3399,IN,Drama,No tiene
tvSeries,2018,44,"6,5",4059,IN,Comedy,Drama
movie,2019,118,"6,8",255801,IN,Adventure,Animation
tvSeries,2017,60,"7,6",8823,IN,Crime,Drama
movie,2017,150,"7,8",27891,IN,Drama,Music
movie,2017,114,"6,6",33572,IN,Drama,No tiene
tvSeries,2018,30,"7,6",6892,IN,Comedy,Crime
movie,2017,95,"7,5",3081,IN,Biography,Comedy
tvSeries,2018,42,"6,5",18031,IN,Action,Drama
tvSeries,2017,43,"7,2",28090,IN,Action,Adventure
tvSeries,2017,45,"7,9",12222,IN,Drama,Sport
tvSeries,2017,45,"7,8",23006,IN,Comedy,Drama
movie,2018,121,"6,9",27878,IN,Action,Crime
tvMiniSeries,2018,60,"7,2",10595,IN,Crime,Drama
movie,2017,181,"6,5",3831,IN,Comedy,Romance
tvSeries,2018,51,"7,6",4473,IN,Comedy,Drama
tvSeries,2017,42,"7,3",23856,IN,Drama,No tiene
movie,2018,154,"7,6",9741,IN,Action,Crime
tvSeries,2017,40,"6,6",5749,IN,Documentary,Horror
movie,2019,100,"6,6",35538,IN,Action,Adventure
tvSeries,2017,30,"7,8",21344,IN,Comedy,Drama
movie,2019,130,"7,4",396456,IN,Action,Crime
movie,2017,147,"8,2",48048,IN,Action,Crime
movie,2018,135,"7,7",164208,IN,Drama,No tiene
tvSeries,2020,60,"6,9",58386,IN,Action,Drama
tvSeries,2018,50,"7,4",10250,IN,Action,Drama
tvSeries,2017,43,"6,9",23573,IN,Drama,Sci-Fi
tvMovie,2019,45,"6,9",4046,IN,Action,Adventure
movie,2018,96,"6,6",41464,IN,Adventure,Animation
movie,2018,170,"7,3",5901,IN,Action,Crime
tvSeries,2018,24,"7,2",4670,IN,Adventure,Animation
movie,2019,86,"6,8",14774,IN,Adventure,Animation
movie,2016,105,"7,5",13256,IN,Drama,Thriller
movie,2018,116,7,47202,IN,Biography,Crime
movie,2017,147,8,4341,IN,Action,Comedy
movie,2017,104,"7,4",19987,IN,Drama,Western
movie,2018,101,"6,8",31394,IN,Drama,Thriller
movie,2017,104,7,17502,IN,Biography,Comedy
tvSeries,2017,30,"7,6",75861,IN,Comedy,No tiene
tvSeries,2016,48,7,8639,IN,Biography,Documentary
tvMiniSeries,2018,60,"7,8",8563,IN,Biography,Crime
tvSeries,2015,28,"7,4",4037,IN,Comedy,No tiene
tvSeries,2017,44,"7,5",4454,IN,Drama,No tiene
tvSeries,2016,47,"8,9",6259,IN,Documentary,History
movie,2018,91,"6,6",24306,IN,Comedy,Drama
tvSeries,2017,25,8,204641,IN,Adventure,Comedy
tvSeries,2018,52,"7,8",5995,IN,Crime,Drama
movie,2021,115,"7,1",394085,IN,Action,Adventure
movie,2019,150,"7,4",21508,IN,Action,Drama
movie,2017,92,"6,8",75842,IN,Drama,Fantasy
movie,2018,132,"7,2",154568,IN,Biography,Comedy
movie,2018,109,"6,5",31342,IN,Crime,Drama
tvSeries,2018,60,"7,6",16497,IN,Crime,Drama
tvSeries,2017,30,"6,8",5338,IN,Comedy,Drama
movie,2019,113,"6,7",95401,IN,Drama,Mystery
tvSeries,2018,60,"7,6",6836,IN,Drama,No tiene
movie,2017,116,"7,2",156870,IN,Biography,Drama
tvMiniSeries,2018,60,"7,7",18308,IN,Crime,Drama
movie,2017,116,"7,5",14086,IN,Action,Thriller
movie,2016,136,"6,6",8085,IN,Action,Drama
movie,2017,116,7,34747,IN,Drama,Fantasy
movie,2017,127,"7,6",34401,IN,Drama,No tiene
movie,2018,96,"6,6",59342,IN,Action,Adventure
movie,2017,139,"8,1",6657,IN,Action,Drama
tvSeries,2017,30,"8,2",96586,IN,Comedy,Drama
movie,2017,125,"8,3",41827,IN,Biography,Drama
tvSeries,2018,30,"8,2",46220,IN,Action,Adventure
movie,2020,95,"6,8",11422,IN,Biography,Drama
movie,2019,129,"7,4",520823,IN,Action,Adventure
tvSeries,2016,47,"7,2",3498,IN,Documentary,No tiene
movie,2017,98,"6,6",8252,IN,Documentary,No tiene
movie,2019,97,7,40701,IN,Adventure,Animation
movie,2017,120,"7,9",52285,IN,Documentary,Sport
